x, y, yaw
-2.37193,11.2168,-0.00143433
-2.37995,10.6772,-0.00143433
-2.38796,10.1375,-0.00143433
-2.39597,9.59789,-0.00143433
-2.40399,9.05824,-0.00143433
-2.412,8.51859,-0.00143433
-2.42002,7.97894,-0.00143433
-2.42803,7.4393,-0.00143433
-2.41485,7.08899,-0.00143433
-2.40167,6.73869,-0.00143433
-2.38849,6.38839,-0.00143433
-2.3753,6.03809,-0.00143433
-2.36212,5.68778,-0.00143433
-2.34894,5.33748,-0.00143433
-2.33576,4.98718,-0.00143433
-2.32257,4.63688,-0.00143433
-2.30939,4.28657,-0.00143433
-2.29621,3.93627,-0.00143433
-2.28303,3.58597,-0.00143433
-2.27013,3.44255,-0.00072139
-2.25724,3.29913,-8.45311e-06
-2.24434,3.15571,0.000704483
-2.23145,3.01229,0.00141742
-2.21855,2.86887,0.00213036
-2.20566,2.72545,0.00284329
-2.19276,2.58203,0.00355623
-2.17987,2.43862,0.00426917
-2.16697,2.2952,0.0049821
-2.15408,2.15178,0.00569504
-2.14118,2.00836,0.00640798
-2.05371,1.91751,0.00640798
-1.96623,1.82667,0.00640798
-1.87875,1.73583,0.00640798
-1.79128,1.64498,0.00640798
-1.7038,1.55414,0.00640798
-1.61632,1.46329,0.00640798
-1.52885,1.37245,0.00640798
-1.44137,1.2816,0.00640798
-1.35389,1.19076,0.00640798
-1.26642,1.09992,0.00640798
-1.17894,1.00907,0.00640798
-1.06814,0.995974,0.0508416
-0.957338,0.982876,0.0952752
-0.846536,0.969778,0.139709
-0.735734,0.95668,0.184142
-0.624932,0.943581,0.228576
-0.514131,0.930483,0.27301
-0.403329,0.917385,0.317443
-0.292527,0.904287,0.361877
-0.181725,0.891189,0.40631
-0.0709233,0.87809,0.450744
0.0398785,0.864992,0.495177
0.128318,0.860068,0.450744
0.216758,0.855144,0.40631
0.305197,0.85022,0.361877
0.393637,0.845296,0.317443
0.482076,0.840373,0.27301
0.570516,0.835449,0.228576
0.658955,0.830525,0.184142
0.747395,0.825601,0.139709
0.835834,0.820677,0.0952752
0.924274,0.815753,0.0508416
1.01271,0.810829,0.00640798
