247.104453832276,227.263231466127,1.1,1.1
247.401406565794,227.752951967024,1.1,1.1
247.698359299312,228.242672467921,1.1,1.1
247.99531203283,228.732392968818,1.1,1.1
248.292264766349,229.222113469715,1.1,1.1
248.589217499867,229.711833970612,1.1,1.1
248.886170233385,230.201554471509,1.1,1.1
249.183122966903,230.691274972406,1.1,1.1
249.480075700422,231.180995473303,1.1,1.1
249.77702843394,231.6707159742,1.1,1.1
250.073981167458,232.160436475097,1.1,1.1
250.370933900976,232.650156975994,1.1,1.1
250.684258323728,233.071800177691,1.1,1.1
250.997582746481,233.493443379387,1.1,1.1
251.310907169233,233.915086581084,1.1,1.1
251.624231591985,234.336729782781,1.1,1.1
251.937556014738,234.758372984478,1.1,1.1
252.25088043749,235.180016186175,1.1,1.1
252.564204860242,235.601659387871,1.1,1.1
252.877529282994,236.023302589568,1.1,1.1
253.190853705747,236.444945791265,1.1,1.1
253.504178128499,236.866588992962,1.1,1.1
253.817502551251,237.288232194659,1.1,1.1
254.119241301615,237.790127277703,1.1,1.1
254.420980051979,238.292022360748,1.1,1.1
254.722718802343,238.793917443793,1.1,1.1
255.024457552707,239.295812526838,1.1,1.1
255.326196303071,239.797707609883,1.1,1.1
255.627935053435,240.299602692928,1.1,1.1
255.929673803799,240.801497775973,1.1,1.1
256.231412554164,241.303392859018,1.1,1.1
256.533151304528,241.805287942063,1.1,1.1
256.834890054892,242.307183025107,1.1,1.1
257.136628805256,242.809078108152,1.1,1.1
257.458399098778,243.193986726354,1.1,1.1
257.780169392301,243.578895344555,1.1,1.1
258.101939685823,243.963803962756,1.1,1.1
258.423709979345,244.348712580957,1.1,1.1
258.745480272868,244.733621199159,1.1,1.1
259.06725056639,245.11852981736,1.1,1.1
259.389020859913,245.503438435561,1.1,1.1
259.710791153435,245.888347053762,1.1,1.1
260.032561446957,246.273255671964,1.1,1.1
260.35433174048,246.658164290165,1.1,1.1
260.676102034002,247.043072908366,1.1,1.1
261.054636103938,247.295224876523,1.1,1.1
261.433170173873,247.54737684468,1.1,1.1
261.811704243808,247.799528812836,1.1,1.1
262.190238313743,248.051680780993,1.1,1.1
262.568772383679,248.30383274915,1.1,1.1
262.947306453614,248.555984717306,1.1,1.1
263.325840523549,248.808136685463,1.1,1.1
263.704374593485,249.06028865362,1.1,1.1
264.08290866342,249.312440621776,1.1,1.1
264.461442733355,249.564592589933,1.1,1.1
264.83997680329,249.81674455809,1.1,1.1
265.259155400722,249.954534544404,1.1,1.1
265.678333998154,250.092324530719,1.1,1.1
266.097512595586,250.230114517033,1.1,1.1
266.516691193018,250.367904503347,1.1,1.1
266.93586979045,250.505694489661,1.1,1.1
267.355048387881,250.643484475976,1.1,1.1
267.774226985313,250.78127446229,1.1,1.1
268.193405582745,250.919064448604,1.1,1.1
268.612584180177,251.056854434919,1.1,1.1
269.031762777609,251.194644421233,1.1,1.1
269.450941375041,251.332434407547,1.1,1.1
269.923465192285,251.35991013947,1.1,1.1
270.39598900953,251.387385871392,1.1,1.1
270.868512826775,251.414861603315,1.1,1.1
271.341036644019,251.442337335237,1.1,1.1
271.813560461264,251.46981306716,1.1,1.1
272.286084278509,251.497288799083,1.1,1.1
272.758608095753,251.524764531005,1.1,1.1
273.231131912998,251.552240262928,1.1,1.1
273.703655730243,251.57971599485,1.1,1.1
274.176179547487,251.607191726773,1.1,1.1
274.648703364732,251.634667458696,1.1,1.1
274.990443106227,251.778893320524,1.1,1.1
275.332182847723,251.923119182353,1.1,1.1
275.673922589218,252.067345044182,1.1,1.1
276.015662330713,252.211570906011,1.1,1.1
276.357402072208,252.35579676784,1.1,1.1
276.699141813704,252.500022629669,1.1,1.1
277.040881555199,252.644248491498,1.1,1.1
277.382621296694,252.788474353327,1.1,1.1
277.724361038189,252.932700215155,1.1,1.1
278.066100779685,253.076926076984,1.1,1.1
278.40784052118,253.221151938813,1.1,1.1
278.756312218072,253.431544359545,1.1,1.1
279.104783914963,253.641936780277,1.1,1.1
279.453255611855,253.85232920101,1.1,1.1
279.801727308747,254.062721621742,1.1,1.1
280.150199005638,254.273114042474,1.1,1.1
280.49867070253,254.483506463206,1.1,1.1
280.847142399422,254.693898883938,1.1,1.1
281.195614096313,254.90429130467,1.1,1.1
281.544085793205,255.114683725402,1.1,1.1
281.892557490097,255.325076146134,1.1,1.1
282.241029186988,255.535468566866,1.1,1.1
282.698573637728,255.924845104774,1.1,1.1
283.156118088468,256.314221642682,1.1,1.1
283.613662539208,256.703598180589,1.1,1.1
284.071206989948,257.092974718497,1.1,1.1
284.528751440688,257.482351256404,1.1,1.1
284.986295891428,257.871727794312,1.1,1.1
285.443840342168,258.261104332219,1.1,1.1
285.901384792908,258.650480870127,1.1,1.1
286.358929243648,259.039857408034,1.1,1.1
286.816473694388,259.429233945942,1.1,1.1
287.274018145128,259.818610483849,1.1,1.1
287.555695722172,260.23001640093,1.1,1.1
287.837373299215,260.64142231801,1.1,1.1
288.119050876259,261.05282823509,1.1,1.1
288.400728453303,261.464234152171,1.1,1.1
288.682406030347,261.875640069251,1.1,1.1
288.96408360739,262.287045986331,1.1,1.1
289.245761184434,262.698451903412,1.1,1.1
289.527438761478,263.109857820492,1.1,1.1
289.809116338521,263.521263737572,1.1,1.1
290.090793915565,263.932669654653,1.1,1.1
290.372471492609,264.344075571733,1.1,1.1
290.812460164901,264.983480892495,1.1,1.1
291.252448837193,265.622886213256,1.1,1.1
291.692437509485,266.262291534018,1.1,1.1
292.132426181777,266.90169685478,1.1,1.1
292.572414854069,267.541102175541,1.1,1.1
